,0
0,0.8861971830985922
1,0.8897967047568441
2,0.8894084949951298
3,0.8910729589240751
4,0.8936356183240959
5,0.8951487295557937
6,0.898413196762109
7,0.8998256619993821
8,0.9012113274125296
9,0.9025757715943532
10,0.904325876274587
11,0.9050201369876144
12,0.9059457526113839
13,0.9064052446231928
14,0.9074701377000938
15,0.9085032540938404
16,0.909500910596214
17,0.9101931258027449
18,0.910528678521075
19,0.9115071707033954
20,0.9122095034144463
21,0.9130631668506035
22,0.913846903461921
23,0.9140721879569783
24,0.9144605442197926
25,0.9150543694421084
26,0.9159190224257342
27,0.9163734579134002
28,0.9167930874187245
29,0.9173696814744651
30,0.9178667168390889
31,0.9180935976739074
32,0.918557458811922
33,0.9189615311517871
34,0.9193395981917648
35,0.9197226150511105
36,0.9202041244156335
37,0.920560933946747
38,0.920834682137909
39,0.9211415352917137
40,0.921516827050678
41,0.9218403351367728
42,0.9221718099010339
43,0.9225258299282701
44,0.9228396829223042
45,0.9231555250555706
46,0.9234220928315422
47,0.9236792824760338
48,0.9239054584410503
49,0.9240582003360603
50,0.9242393703753613
51,0.9245177782054536
52,0.9246837731076423
53,0.9249763675124549
54,0.9252123788167221
55,0.9253451693494347
56,0.9255690805557264
57,0.9257710379374496
58,0.9259421994167701
59,0.9261172975503521
60,0.9263233832395281
61,0.9264012939316945
62,0.9265674342163992
63,0.9266884023109104
64,0.9268030983739546
65,0.9270249369507794
66,0.9272235697326072
67,0.9274361051432101
68,0.9275849948832607
69,0.9276660439130185
70,0.9278373878110627
71,0.9279498158052123
72,0.9280870252009615
73,0.9281850506589338
74,0.9283304621046935
75,0.9284366402348958
76,0.9285882979683956
77,0.9287242864854539
78,0.9288008159595948
79,0.9289068462225267
80,0.929001694977504
81,0.92908335326337
82,0.9291854591220629
83,0.929265470712854
84,0.9293539195954201
85,0.9294565073976604
86,0.9295520039319654
87,0.9296572830696396
88,0.9297249593651812
89,0.9297743116685308
90,0.9298500518333472
91,0.9299004971173759
92,0.9299653105216251
93,0.9300342517196148
94,0.9301435931409568
95,0.9302418448538159
96,0.9303205762252026
97,0.9303932134513766
98,0.930460071852088
99,0.9305566981274324
100,0.9306641668880004
101,0.9307314874498593
102,0.9307867133298262
103,0.9308663441918599
104,0.9309811338153502
105,0.9310361467038853
106,0.9311082387907651
107,0.931202216780066
108,0.9312621583605852
109,0.9313116738369357
110,0.9313517442858866
111,0.9314363539393845
112,0.931511574751712
113,0.9315725393456576
114,0.9316112619689615
115,0.9316535453057108
116,0.9316879373915973
117,0.9317182069074276
118,0.9317757970054427
119,0.9318486893288719
120,0.9318841860356544
121,0.9319280602657348
122,0.9319920811707215
123,0.9320550589395318
124,0.9321080224415254
125,0.9321722444856392
126,0.9322354551589798
127,0.9322704235514563
128,0.9323084916483723
129,0.9323603805899562
130,0.9324217929931291
131,0.9324596200612592
132,0.9324692582307126
133,0.9324881443633202
134,0.9325097948414004
135,0.9325440788042806
136,0.9325899438218186
137,0.9326235110566049
138,0.9326680861169491
139,0.9327169604268992
140,0.9327701010636539
141,0.9327833249105572
142,0.9328283740518307
143,0.9328959075062583
144,0.9329184889218417
145,0.9329601431073086
146,0.9329749915021077
147,0.9329908614311951
148,0.9330350056183925
149,0.9330543857741728
150,0.9331056620369217
151,0.9331548612446117
152,0.9331838571899145
153,0.9332137939461291
154,0.9332428700383172
155,0.9332809618020798
156,0.9333138502265538
157,0.9333363301089275
158,0.9333683836039703
159,0.9334088913568221
160,0.9334605710583849
161,0.9335065495759817
162,0.9335440628431305
163,0.9335680680454918
164,0.9336005724676995
165,0.9336377330598783
166,0.9336592482465313
167,0.9336905308681716
168,0.9337196085030511
169,0.9337570115412684
170,0.9337638236082786
171,0.933798249281312
172,0.933824539497563
173,0.9338486276212318
174,0.9338819642615821
175,0.9339076349191857
176,0.9339560663603208
177,0.9339487923376346
178,0.9339650272335679
179,0.9340220417615819
180,0.934031262839751
181,0.9340334329862818
182,0.9340503603882202
183,0.9340876360975726
184,0.9340985986185555
185,0.9341245022102116
186,0.934144781164524
187,0.9341875476155106
188,0.9342000718178051
189,0.9342337199679157
190,0.9342550360138728
191,0.9342782803508779
192,0.9343083694168648
193,0.9343234880245643
194,0.9343477353892498
195,0.9343583835893481
196,0.9343932008873941
197,0.934404683037799
198,0.9344098785827955
199,0.9344391566235132
200,0.9344703447229121
201,0.9344955092115542
202,0.9345160274631511
203,0.9345199455408622
204,0.9345471169776917
205,0.9345629959332259
206,0.9345673029357425
207,0.9345872466539894
208,0.9346069995232582
209,0.9346220984673317
210,0.9346216953325949
211,0.9346426563006537
212,0.9346594715249027
213,0.9346928032132437
214,0.9347043241811849
215,0.934717818271179
