,0
0,0.8732394366197189
1,0.870086699441936
2,0.8721175480556315
3,0.8752256018000193
4,0.8779150785964146
5,0.8791911369255837
6,0.8812386615824721
7,0.8831771303200706
8,0.883408911161702
9,0.8850872508147624
10,0.8863817664749587
11,0.887218712666457
12,0.8890157124724928
13,0.8904452420254295
14,0.8916129702269706
15,0.892628013246324
16,0.8934117312619657
17,0.8940119509848868
18,0.8947012084665927
19,0.8957888081417855
20,0.8965171384132418
21,0.8971907518337021
22,0.8977584376127786
23,0.898030111335795
24,0.8988034342455469
25,0.8992513790822572
26,0.8998920687458771
27,0.9004415085017218
28,0.9008958733965678
29,0.9014821725661784
30,0.9018758724410398
31,0.9024374925440084
32,0.902752800030369
33,0.9033095904256341
34,0.9037150306991865
35,0.9040648268549788
36,0.9044372951520383
37,0.9047993630766864
38,0.9050701697860606
39,0.905455073572496
40,0.9057365307695765
41,0.9061182998782374
42,0.9063842018190537
43,0.9067317288838505
44,0.9070486852286059
45,0.9073965971057865
46,0.9076703537183171
47,0.9079073800793441
48,0.9082232752488726
49,0.9083768948502793
50,0.9085922832282674
51,0.9088044637132867
52,0.9090661492430646
53,0.9092566805294809
54,0.9095233723595386
55,0.9097886403241604
56,0.9099782184692569
57,0.910224096261766
58,0.9103787357503279
59,0.9105655018120483
60,0.9107506234790185
61,0.9109627279213103
62,0.9111628660268682
63,0.9113449724882926
64,0.9114985262477155
65,0.9117039357826825
66,0.9118327327610508
67,0.9119947390735531
68,0.9120775616551933
69,0.9122782192816274
70,0.9124447390606965
71,0.9125873380238365
72,0.9127546657205918
73,0.9129093938251055
74,0.913127420089256
75,0.9132877735843227
76,0.9134343145581814
77,0.913513332334993
78,0.9136434560199719
79,0.9137583174439987
80,0.9138353752533311
81,0.9139644390264751
82,0.9140448618681283
83,0.9141958176339704
84,0.9143363415544794
85,0.9144309258182083
86,0.9145273925261784
87,0.9146494252496236
88,0.9147760290082044
89,0.9148704487917108
90,0.915020354901273
91,0.9150822919444577
92,0.9152336831778162
93,0.9152965650409607
94,0.9154494356943035
95,0.9155555495270289
96,0.9156638490789175
97,0.9157404499220639
98,0.9158395239681812
99,0.9159032146180709
100,0.9159826519027261
101,0.9160450345214486
102,0.9161595439549581
103,0.9162418608101447
104,0.9163119619878763
105,0.9164210472521417
106,0.9165298458759539
107,0.9165986645636849
108,0.916676029535953
109,0.9168052117760714
110,0.9168801790778923
111,0.9169825341668798
112,0.9170785683326987
113,0.9171857288893839
114,0.9172486623505445
115,0.9173402339487424
116,0.9174208660820689
117,0.9175291198033623
118,0.9175864435810696
119,0.917651763522904
120,0.9177300479814459
121,0.9177842451722777
