,0
0,0.8867605633802823
1,0.8850783948976898
2,0.8881811940827381
3,0.8903420566994967
4,0.8925959202411157
5,0.8942664414707703
6,0.8960242967708638
7,0.8975798721146984
8,0.8982262340115785
9,0.8994661106104203
10,0.9002532823731092
11,0.9013191320304217
12,0.9030125321306455
13,0.9041114982822022
14,0.905397268946884
15,0.9064806713450231
16,0.9075026117680586
17,0.9083466932493557
18,0.9087149271443864
19,0.9098579985211571
20,0.9106318259432082
21,0.9113389301645112
22,0.9121890240316587
23,0.9125497218280181
24,0.9131979817111158
25,0.9136730593376118
26,0.9143592423251076
27,0.9149106620625992
28,0.9153391455575811
29,0.9159877733655958
30,0.916493544117244
31,0.9171297706097731
32,0.9176166857289657
33,0.9180994482735515
34,0.918503603978855
35,0.9188955978854263
36,0.9192747189404987
37,0.9196356392505292
38,0.9200441359443436
39,0.9204147942037645
40,0.9207206130738087
41,0.9210804397466547
42,0.9214102066517714
43,0.9217410789184903
44,0.9220165244015134
45,0.9223079271891224
46,0.9225320586375046
47,0.9227879493911973
48,0.9231230187751788
49,0.9233148137188244
50,0.9235147318478257
51,0.9237525707150067
52,0.9240399553660312
53,0.9242220111507673
54,0.9244521876831161
55,0.9247269314358778
56,0.9248829786321185
57,0.9251314355222696
58,0.9252710648391362
59,0.9254209186765154
60,0.9255479429425894
61,0.9257535681095906
62,0.9258802775639826
63,0.9260629148016313
64,0.9261880837281851
65,0.9263695774090698
66,0.9264726848772588
67,0.9266247871946247
68,0.9267101376190576
69,0.9268775208858165
70,0.9269982521156259
71,0.9271231194552004
72,0.9272538529786452
73,0.9273754225329884
74,0.927529356293155
75,0.9276453234095986
76,0.9277694101185653
77,0.9278400056563917
78,0.9279299110118262
79,0.9280244287426742
80,0.9280759361877252
81,0.9281710112710847
82,0.9282294720487089
83,0.9283320033965002
84,0.9284555140548553
85,0.9285541845480593
86,0.9286363879711018
87,0.9287473650039744
88,0.9288305838932994
89,0.9289348472468666
90,0.9290852230751347
91,0.9291316151440268
92,0.9292310949116498
93,0.9293148963884935
94,0.9294273711633527
95,0.929497729986458
96,0.9295941295211145
97,0.9296692018679624
98,0.9297409098559916
99,0.9297711081193955
100,0.929844442832178
101,0.9298822787230758
102,0.9299631291873488
103,0.9300064841921761
104,0.9300709004030638
105,0.9301521890785066
106,0.93023896768525
107,0.9302961540431619
108,0.9303545991131028
109,0.930433653965811
110,0.930487336408128
111,0.9305552099399701
112,0.9306201911721111
113,0.9307002209841423
114,0.9307387251940911
115,0.9307868618790108
116,0.9308253529961155
117,0.9308876959214173
118,0.930936440591726
119,0.9309618613209991
120,0.9310360165210145
121,0.9310798326064766
122,0.9311389824483581
123,0.9311661141323087
124,0.9312351958152753
125,0.931275128123618
126,0.93134697750847
127,0.9314224441795704
128,0.931469687081462
129,0.931540502378342
130,0.9315844473777248
131,0.9316332561921684
132,0.9316859343845756
133,0.9317265116479106
134,0.9317685171932901
135,0.9318295499015552
136,0.9318806304585288
137,0.9319097764535961
138,0.9319544902920595
139,0.9319884816950647
140,0.9320105839178254
141,0.93205841654447
142,0.9321065651138918
143,0.9321648282304668
144,0.9322027230321049
145,0.9322497689604564
146,0.9323039493465378
147,0.9323593523720489
148,0.9323893871371621
149,0.9324135545079382
150,0.9324551578037384
151,0.9325052751385874
152,0.9325647559508584
